"n"  ,"p"   ,"q"   ,"tau"            ,"B"  ,"shape.mle.1"     ,"shape.mle.2"     ,"shape.mle.3"     ,"shape.mle.4"     ,"shape.mle.5"     ,"scale.mle.1"      ,"scale.mle.2"     ,"scale.mle.3"      ,"scale.mle.4"     ,"scale.mle.5"     ,"shape.lower.1"   ,"shape.lower.2"   ,"shape.lower.3"   ,"shape.lower.4"   ,"shape.lower.5"   ,"shape.upper.1"     ,"shape.upper.2"   ,"shape.upper.3"   ,"shape.upper.4"   ,"shape.upper.5"   ,"scale.lower.1"   ,"scale.lower.2"   ,"scale.lower.3"   ,"scale.lower.4"  ,"scale.lower.5"   ,"scale.upper.1"       ,"scale.upper.2"     ,"scale.upper.3"       ,"scale.upper.4"     ,"scale.upper.5"
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,2.70088463379881  ,1.09149924179673  ,1.80731241647112  ,2.38620763366623  ,0.866192491982951 ,  566.359815107285 , 949.690897634115 ,  407.611941420596 , 420.272902012987 ,1907.36329510562  ,2.03042754440986  ,0.377985530608233 ,0.909887079116928 ,1.66541198335907  ,0.404073523148604 ,   7.88282373694215 , 2.16911010235734 , 2.64269697463574 , 3.88752789996835 , 1.49337579718655 , 381.186600860319 , 445.616247004403 , 302.129172776091 ,321.970530838919 , 589.495810953245 ,    2147.34132473999  , 32290.2302808736   ,     785.884925678614 ,   707.698757576376 , 83060.4970920247   
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.660141325857543 ,1.21257875114959  ,0.972240671989207 ,1.23050133105444  ,1.00033817681761  , 7487.44477560733  , 845.789763556386 ,  539.037679348894 ,1009.84111760218  ,1631.73432343618  ,0.277674710960573 ,0.632570894503993 ,0.675928391017308 ,0.660955169996685 ,0.527185589144558 ,   2.89056861144492 , 5.05593631869148 , 1.71754916653979 , 2.57904632708362 , 4.43833936316025 , 436.178338527217 , 456.267705557781 , 329.999897404726 ,521.420285218591 , 580.655749513047 ,15405815.0983273      , 29349.900302703    ,    1651.24248437799  , 29397.6487544229   , 23155.9122426177   
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.742983756395584 ,1.60076865653773  ,1.26307544691939  ,0.889682206757762 ,1.37810687847133  , 1896.36706651057  , 457.954363536359 ,  693.840277794012 ,1191.58508560755  , 959.794181124539 ,0.378131231754831 ,0.949723035254177 ,0.565920667050766 ,0.6952038894219   ,0.610277722093532 ,   1.34414194583905 , 2.80220285787307 , 1.85131880643006 , 1.14541029973311 , 5.63931874787071 , 612.165348266756 , 310.816525872184 , 367.950764113991 ,425.60729192025  , 420.286576476858 ,   30213.9710835989   ,  1355.80097592132  ,    3886.43977988854  ,  5700.35971218271  ,  4579.2640897325   
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.3134708989185   ,1.31798194487422  ,1.49666243094418  ,1.10456171048749  ,1.10754330288258  ,  773.84774879635  , 840.721580377651 ,  526.434502330998 ,1471.84755344121  ,1110.39637371467  ,0.827644831969953 ,0.620706133454188 ,0.795216579862117 ,0.704890781528744 ,0.510733878281893 ,   2.52245095073823 , 9.22967371136813 ,24.9524275682597  ,12.3130966845403  , 4.17220151030113 , 438.882485030827 , 395.97015639061  , 360.807558717741 ,453.857284475035 , 458.036572591285 ,    4858.41090230151  ,  8697.37815260078  ,    3975.44502932538  , 20048.6887022806   , 35431.2044123176   
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.723463267533553 ,0.97186052722018  ,0.985054434570473 ,3.32610460020167  ,0.873017167180634 , 5651.19086652039  , 915.312106138362 ,  596.039675290163 , 702.269510942337 ,1257.98565628627  ,0.392654622364416 ,0.685386102868674 ,0.529400292997169 ,0.967936941821447 ,0.583548914358106 ,   3.62780762225804 , 2.73758624329817 , 2.03826715912787 , 7.99841824939514 , 2.9257399761802  , 554.833027516317 , 451.627056757141 , 354.331323083054 ,382.718082369136 , 501.12063990228  ,   35991.3438668006   ,  5568.41104332656  ,    3977.2471144853   ,  2695.55151376673  , 10271.569081508    
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.45081576213705  ,1.17060492077982  ,0.826459350371952 ,1.42077837308108  ,0.813786705233288 ,  642.08398103468  , 827.170811458206 ,  861.289051550388 , 633.642489579615 ,2708.14924646828  ,0.705531650527558 ,0.853995222225209 ,0.441364073691732 ,0.588454290917001 ,0.604701460333061 ,   2.29732607498727 , 1.71844772654601 , 1.44490783721869 , 3.20336037192454 , 4.14490960494348 , 355.566817920488 , 410.184447546544 , 410.691398366791 ,371.816325271826 , 632.473299143263 ,    2751.2714571154   ,  4487.72410117993  ,   14439.0624278161   ,  7764.37262503631  , 11985.544485193    
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.22632568609669  ,1.40887737781428  ,1.09338309693953  ,0.786797714579473 ,1.30428262652518  ,  840.478065590009 , 744.415804125777 , 1026.52775617222  ,2450.80631929732  ,2511.29231517109  ,0.747304260696636 ,0.882018825092183 ,0.502868084219921 ,0.436697845837674 ,0.537898266467048 ,   2.42269633030065 , 2.09117926487637 , 3.82773162487419 , 1.81495950304204 , 5.08356542952343 , 451.207641987332 , 433.742030271402 , 486.723453776234 ,724.922619938361 , 431.278397353255 ,    4128.24012972197  ,  2150.93877607379  ,   16391.9963422532   ,122460.314770529    ,  9362.74257842042  
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,2.26694106850215  ,2.14327166795557  ,0.915895230093377 ,0.793619599410651 ,1.53097941468137  ,  616.048185955084 , 576.720211951898 ,  949.176952716906 ,3123.68074982535  ,1032.87906626259  ,1.22833484623573  ,1.48298520976496  ,0.648433125255983 ,0.402695202882171 ,0.766723052425186 ,   7.61852093956752 , 8.03553796634527 , 1.95523326593035 , 7.90824889042351 , 7.40565460821218 , 422.218261725732 , 389.351163990473 , 446.305398107609 ,452.9773359467   , 435.899963224895 ,    3095.92416737011  ,  2417.28947617414  ,    4918.80433167142  , 93081.4899177435   ,  8306.54822537285  
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.41406146513209  ,0.818795930666678 ,5.52005678577732  ,1.26093950153023  ,1.25813672804261  ,  516.526124402359 , 563.218792357787 ,  471.313359348705 ,1046.37921288406  , 614.22314230609  ,0.51145695866071  ,0.562869174652565 ,0.82164622738341  ,0.794688330852783 ,0.725002230021723 ,   2.47322421055391 , 1.49057559919792 ,16.5886298345164  , 4.00768121104753 , 2.68785317914055 , 330.753836242404 , 314.975442906343 , 373.951933442151 ,419.767751048422 , 341.608034473505 ,    5098.12946802424  ,  1915.50545503605  ,    1958.84047647997  ,  4580.32370028388  ,  2488.96525227936  
  50 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.12557728151679  ,0.99829450360075  ,1.20640351827453  ,1.5729873215953   ,1.85372380138661  ,  822.14407946027  , 923.063619579665 ,  730.820907567267 , 821.31554632298  , 535.698359868633 ,0.516860134896936 ,0.548239979756943 ,0.632218387774047 ,0.907625791932765 ,0.741012497533022 ,   2.09551320330879 , 2.7043483730647  , 3.31805189616734 ,35.4103379771868  ,16.5671937738019  , 407.552179154455 , 425.96357355656  , 395.531111273605 ,385.644114657652 , 378.992672489674 ,   11380.9312784061   ,  9474.79949106891  ,    4145.18337727358  ,  6211.13738119158  ,  3930.67326069148  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,4.83920256781762  ,1.15353741382781  ,1.12170183183241  ,0.972196073568442 ,1.16577751071557  , 3073.56882043139  , 640.347280553864 ,  851.153540854563 ,1255.70601266741  , 796.173948649208 ,1.03518577682341  ,0.777162048368963 ,0.821294054332811 ,0.637850143815766 ,0.864688042427723 ,   6.49313618514132 , 1.90251512374618 , 1.72590027565662 , 1.67492318208575 , 1.81226760829455 , 392.753794334076 , 426.700537283323 , 518.235342314934 ,609.320584219241 , 499.742948411836 ,    3546.44132186603  ,  1323.79167972823  ,    1967.66493526156  ,  7112.20633092316  ,  1685.33196770656  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.95146326881758  ,0.902870919619777 ,1.21760561459916  ,1.74406231060874  ,1.27081125209417  ,  909.969408991625 ,4169.42253527422  ,  585.852869326683 , 561.658181046218 , 853.829787060336 ,1.25301073057376  ,0.416990298569264 ,0.874443620341717 ,1.20829090137839  ,0.919686401748052 ,   6.88706742356535 , 4.2058975379852  , 1.75562915666447 , 3.45542731901766 , 2.00154990253225 , 486.340378014167 , 533.799159189277 , 408.804204977084 ,421.579443613793 , 533.565904027635 ,    3476.25540279347  , 74607.3291896145   ,    1014.59942720951  ,   960.838567360773 ,  2876.28789549299  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.49058537124837  ,1.52639222749484  ,0.872522846270049 ,1.13845066887808  ,1.35088957274065  ,  841.043395973504 , 601.030891516529 , 1101.94472901639  ,1100.46612218257  , 924.637004818576 ,0.907474469211741 ,0.569373984548241 ,0.533337051835739 ,0.702245966469586 ,0.803653283507968 ,   2.76497625366677 , 2.90420657872524 , 1.61376432915262 , 1.95905632842668 , 2.49442402277652 , 482.878348422615 , 414.815888624127 , 513.188975831726 ,560.579041666454 , 502.40565037805  ,    3509.66967788577  ,  3287.26333931233  ,    7297.51576824168  ,  5779.66604164165  ,  4224.59423822775  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.64120117661155  ,1.3708400192225   ,0.741471034865352 ,1.80880023847796  ,0.921561204804546 ,  873.826436663764 , 572.61703364604  , 1141.01210519654  , 605.757692130133 ,1045.84261392906  ,0.805990864402869 ,0.883212354270133 ,0.496138506198834 ,0.790286098330792 ,0.397511538854346 ,   7.38748667493105 , 2.35687466450593 , 1.09744795258192 , 3.15145589867169 , 2.19250109953055 , 415.19728851984  , 397.695442377093 , 543.804465190879 ,415.261522346757 , 460.953033587127 ,   11276.3168634247   ,  1245.90300698756  ,    5686.01026769663  ,  2292.25127915821  , 25788.8698750558   
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,2.86088773828499  ,1.00692040435829  ,0.854465286922468 ,1.7171956286808   ,1.10763339544653  ,  647.332221976143 ,1602.23313365773  , 1876.11210534898  , 752.454725857563 ,1622.55968285348  ,0.850048259829917 ,0.694768304730922 ,0.567274576391368 ,1.14050135629974  ,0.600319948940901 ,  31.429867164255   , 1.51647826282261 , 1.5623365013837  , 2.84248730293299 , 2.21091765136959 , 403.755676947497 , 764.805586988053 , 720.813667310637 ,517.825747948767 , 643.668208110344 ,    2526.54808675188  ,  7236.0891085734   ,   15013.8295732212   ,  1583.01701464159  , 16072.6119268726   
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.8540848627672   ,1.06954485770105  ,1.17394998753669  ,1.16781210702622  ,0.793331104493153 ,  534.394900624005 ,1849.52387984632  ,  955.8970677008   , 760.303599984194 ,1938.59949855246  ,1.3634475846932   ,0.581106743061867 ,0.885858016749434 ,0.897889393864883 ,0.419965736840779 ,   2.91376886787278 , 5.15854231144735 , 1.72647123738512 , 1.56662686928956 , 1.23097570481866 , 400.356306520734 , 592.141665774042 , 540.334959552545 ,496.291104552391 , 712.433208519665 ,     832.742442749035 , 47469.3213120125   ,    2208.47164942003  ,  1465.46880314904  , 27285.0399988149   
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.950733255317848 ,0.976085961769269 ,1.32420567447768  ,1.15836490248131  ,1.62888776796738  , 1648.81164435389  ,1513.67171912335  , 1090.4652324907   , 828.271920895106 , 667.592295119885 ,0.635980443995666 ,0.680627203518877 ,0.859392493259753 ,0.815685774547815 ,1.08951212673401  ,   1.99136203808244 , 1.51997347232377 , 5.41843284332861 , 1.83373591690872 ,11.3928200641338  , 658.376317443689 , 707.752170050159 , 535.158417147636 ,515.545592992169 , 433.046419514104 ,   10461.7047594294   ,  7608.55495307051  ,    4642.53004267648  ,  2648.41181292597  ,  2243.50815063054  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.56952582854957  ,1.41919755076984  ,0.883678655040876 ,1.04415210301594  ,1.08751419038975  ,  738.896346626799 ,1120.95606883153  , 1028.50730955748  ,1156.21592330913  ,1584.00286459466  ,1.05956721660694  ,0.714078871109898 ,0.605977001445407 ,0.602623907012675 ,0.770242071831794 ,   2.72974835123887 , 3.12397562144378 , 1.22126196451441 , 1.69548100849598 , 1.90325905967164 , 496.472685043872 , 605.226694757699 , 556.985225297474 ,613.436707603273 , 689.500459459301 ,    1572.50702101132  ,  5831.39391905557  ,    3105.00561379372  ,  7012.83551935445  ,  7836.48100748058  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.05093315372154  ,0.93957033174701  ,1.13716591495519  ,1.15083142246043  ,1.51373743068955  , 2180.78010086803  ,1301.69144643835  ,  901.938599378947 , 878.109575987441 , 788.573017771558 ,0.491077061138013 ,0.583264764806705 ,0.91422221700567  ,0.772270368410407 ,1.06335274491957  ,   4.28938290528454 , 1.63680950715144 , 1.50644576499011 , 2.25627834948596 , 2.43384109551782 , 576.817970272543 , 604.196113853518 , 533.698742204436 ,503.820587468117 , 521.285917418177 ,  261141.516721406    ,  8646.38600516091  ,    2099.15718199812  ,  2390.72278663809  ,  2151.93936395421  
 100 ,0.215 ,0.825 ,377.709824077126 ,1000 ,2.2940838197756   ,1.198848716838    ,1.27209489789679  ,1.58794316934083  ,1.1310059128598   ,  907.057336375136 , 992.313428590317 ,  789.709492769587 , 504.603746147976 ,1021.94449733698  ,1.1718565963054   ,0.42398759782962  ,0.867306260097029 ,1.17608218949287  ,0.838314671298858 ,   7.11643910536308 , 2.25848920017395 , 1.96891638745978 , 2.21226520522441 , 1.82811645898723 , 519.511947171871 , 527.731168203234 , 487.940415257036 ,380.391965588023 , 575.914659181568 ,    2861.96003956978  , 39519.5911669301   ,    1892.71090045285  ,   799.054957196332 ,  2699.90690467355  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.3892629962127   ,1.06581431785969  ,1.02749997376012  ,1.05630679030993  ,0.930978846519451 ,  728.090322515235 ,1032.52326623889  , 1178.19998279726  , 867.584470716651 ,1774.96768246499  ,0.748928323692531 ,0.712599231018218 ,0.721433306201129 ,0.782856781286884 ,0.670364955204626 ,   2.19770668118147 , 1.54768904236561 , 1.4182908273052  , 1.46639676452316 , 1.21500834853352 , 516.374273990376 , 603.058506160849 , 680.554267648573 ,599.77186020142  , 891.766102768121 ,    2731.92440247437  ,  2923.76516369871  ,    3521.71175341632  ,  1863.84506743797  ,  6104.45367956936  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.54818867937743  ,1.16794332816752  ,1.07686373930249  ,1.37927352173431  ,0.982334650426993 ,  757.506481378117 , 856.189402590919 ,  922.497257118572 , 834.497323896302 ,1497.7657607849   ,1.12717135329411  ,0.819637360236968 ,0.862124158624583 ,0.80481838600822  ,0.564649555207417 ,   2.12179370985968 , 1.72890838724356 , 1.36180610714764 , 2.15299112999778 , 1.42861873483376 , 533.624660056947 , 575.455847968205 , 624.784311473529 ,541.348864994077 , 744.149181206553 ,    1379.75962110876  ,  1841.48991902621  ,    1810.32344201573  ,  2845.80848554537  ,  9981.95464614765  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.35691293572449  ,0.871297114821734 ,1.05506563690728  ,1.42009831529289  ,1.01533936076142  ,  862.113472378707 ,1464.33812590684  ,  643.343578350086 , 816.258643972194 ,1459.58452936835  ,0.792110671373895 ,0.466631752812596 ,0.809674615566372 ,1.12768311145181  ,0.604243042024895 ,   2.58754393762031 , 1.54839791940574 , 1.33243652409396 , 1.85151732739806 , 1.65431297038777 , 519.170916964587 , 645.296116417657 , 471.884740315938 ,565.078846328739 , 750.795600637439 ,    2622.12925735811  , 21746.2954674248   ,    1056.51023308878  ,  1503.68118513452  ,  7087.41145496942  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.13545585387626  ,1.17443424904322  ,0.887414871705235 ,1.34443496246035  ,0.956141740649719 , 1167.73788628434  ,1127.96484725007  , 1427.92563724045  , 617.008203209735 , 828.980579121739 ,0.814136366337107 ,0.706587017426449 ,0.557710474353041 ,1.01828619583889  ,0.610422021933861 ,   1.52370943792512 , 1.66286320099597 , 1.23904975851076 , 1.70671977767126 , 1.21495887004802 , 689.352611732716 , 645.465608265295 , 743.492750680494 ,466.832340239575 , 543.420704691692 ,    2736.70726469545  ,  3602.52704110885  ,    9068.45971338309  ,   972.483543384308 ,  2355.15204670831  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.04613424740267  ,0.939164055155745 ,1.08309873704785  ,1.87053110396953  ,1.57222133142651  , 1667.4917029613   ,1133.35322683836  ,  730.842219046522 , 745.444482527148 , 670.382232430505 ,0.735400017208491 ,0.68063771229685  ,0.79317488454148  ,0.875925397736852 ,1.14818395113866  ,   1.41912622880985 , 1.21695283552092 , 1.4313040755711  , 3.11660536473869 , 2.27360953487171 , 879.301923487343 , 714.054380117746 , 521.603344173956 ,520.717932142789 , 510.512790902703 ,    7138.91931314285  ,  2987.12211636593  ,    1294.54361341294  ,  2201.58937634784  ,  1171.51589552736  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.24692258134553  ,1.2831959075962   ,1.25250320762525  ,1.1025962774331   ,1.23329884521267  , 1430.91276348065  , 784.069930001017 ,  651.291023705964 ,1180.64744108162  ,1135.7104551306   ,0.829154649044821 ,0.972774944832278 ,0.979319427451508 ,0.832627362413644 ,0.879702027288212 ,   2.07885832352773 , 1.97306415058622 , 1.63544478912587 , 1.4265606360181  , 1.75251739497301 , 744.487631096278 , 551.100597390734 , 490.381470392047 ,728.736344376724 , 683.921823988447 ,    6096.36989453837  ,  1363.09648067832  ,    1010.59795275755  ,  2810.27356493954  ,  2507.01948853466  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.824742110064666 ,1.14516035783149  ,1.08288640954818  ,0.953553740923068 ,1.60078471554201  , 3469.88276288757  , 872.354342223858 ,  687.414126894898 ,1468.46758370656  , 677.468787310021 ,0.571606086129313 ,0.757126373433648 ,0.793449039916105 ,0.612862974165795 ,0.955080646242812 ,   1.27363732064025 , 1.7397150384315  , 1.4915871319314  , 1.66209996948793 , 2.74607780466094 ,1271.24869775072  , 555.813664008155 , 485.493832876266 ,751.494968922526 , 487.256860979273 ,   23731.3710885688   ,  2167.81819614897  ,    1248.42185610428  ,  5946.25443101543  ,  1397.05634994637  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.22434562876881  ,1.21847717013621  ,1.21388542488225  ,1.9724379048571   ,1.26538190154162  , 1031.37448879637  , 737.194636740331 ,  739.486382603051 , 804.671000909134 , 800.871710193198 ,0.986124571827949 ,0.933395868696113 ,0.959822505575651 ,1.07851632081337  ,0.8241096087855   ,   1.70043604917503 , 1.62429514124702 , 1.57857483906872 , 3.08455671458826 , 1.84319035100001 , 666.033508322119 , 530.481092279442 , 529.107911945764 ,546.333523052707 , 542.144201635217 ,    2082.70977999743  ,  1208.72221185312  ,    1232.76723590289  ,  2428.74646047943  ,  2105.28700112044  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.942487175026785 ,1.24872949466135  ,1.17665804357472  ,1.45505702265395  ,1.37388876733746  , 2499.96455088188  , 731.401291043521 ,  818.443583879706 , 583.561331676353 , 818.762528362834 ,0.514625169484901 ,0.904120401655999 ,0.894847036561067 ,1.06136449436022  ,0.779792949034835 ,   1.87846121786003 , 1.81868862189333 , 1.6247976843836  , 2.0389903241759  , 2.01919463643866 , 859.256101530733 , 497.686554769756 , 540.676838622437 ,441.863817061148 , 552.427179765569 ,   71181.7869060719   ,  1396.16264293401  ,    1621.78195766043  ,   993.906533041378 ,  2415.26052879977  
 200 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.3595518601852   ,1.37983226911966  ,0.920515588568196 ,1.59482592091136  ,0.826652342748866 , 1386.88847095384  , 983.852272899781 , 1131.24402365653  , 551.414726137252 ,2908.57286307249  ,0.81402291549509  ,0.974891547144169 ,0.596251166024946 ,1.24651319773687  ,0.588217116648457 ,   2.51555746448476 , 2.18504626629628 , 1.1996207413937  , 2.01552744869805 , 1.14071397861706 , 725.946664535718 , 624.124627829259 , 699.958356740191 ,440.73389272696  ,1243.84230767966  ,    8480.79147474149  ,  2215.91012702385  ,    3248.49033307721  ,   757.496952847742 , 14033.0160426174   
 500 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.06097679935972  ,1.27342332802177  ,1.15030522174669  ,1.49150855677494  ,1.30608168844125  , 1534.0930021724   , 802.832456837086 ,  580.003033744336 , 745.852669024291 , 803.542845258688 ,0.811304038115947 ,1.06914968360511  ,0.986559161679774 ,1.23157770530889  ,1.03877742303678  ,   1.34986170377736 , 1.56770189209743 , 1.32193882097228 , 1.90664804152724 , 1.69685751218462 , 919.39159912573  , 616.312899165647 , 475.852896542422 ,582.444208569234 , 606.349335730977 ,    3258.24023527028  ,  1145.47907494169  ,     757.144610684269 ,  1032.08338483527  ,  1199.64817629293  
 500 ,0.215 ,0.825 ,377.709824077126 ,1000 ,0.854320549522007 ,1.32464024506365  ,1.29795879941598  ,1.35140386594236  ,1.02150514735856  , 2889.77132493182  , 695.233025051254 ,  959.429869994839 , 762.614645684027 ,1050.15780967879  ,0.66292314371296  ,1.04601080492857  ,0.858328102075268 ,1.08226838464907  ,0.812501250178952 ,   1.15159869453393 , 1.63722313166693 , 1.87981314085256 , 1.66640654639709 , 1.22195808199861 ,1376.09634515467  , 559.949657993476 , 657.342925602869 ,602.778549282144 , 762.497045180169 ,    7623.70388765768  ,   968.474006435124 ,    2191.22943939798  ,  1085.13217621281  ,  1756.37140440143  
 500 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.14664286319465  ,0.928528676429813 ,1.14337323595774  ,1.28430363029979  ,1.22070223758769  , 1196.29442127091  ,1289.21098044051  ,  833.179406382157 , 913.936339286431 , 916.903683020621 ,0.943837725781874 ,0.711098682472209 ,0.955225109931695 ,1.04627232652903  ,1.01749564024281  ,   1.4066878485721  , 1.14477808964769 , 1.40832859350957 , 1.73140723870619 , 1.48381833314554 , 807.672791313538 , 845.089407989335 , 633.185363895226 ,671.09144411555  , 709.500330505727 ,    2006.76535583244  ,  2446.29589450679  ,    1188.84821725772  ,  1361.55929418206  ,  1380.20407651522  
 500 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.16654742857222  ,1.02059116592762  ,1.14669493919518  ,1.42635299549337  ,1.29129308697796  , 1609.29810959365  ,1059.38504657227  ,  784.129601838458 , 844.205889817053 , 823.571226289526 ,0.87722302894159  ,0.852384585474617 ,0.995065960201919 ,1.15256305608897  ,1.01010985475976  ,   1.63637138821188 , 1.24586094862467 , 1.3189483898458  , 1.77594193251579 , 1.63239314580497 , 971.275104312028 , 779.991442136375 , 613.571815348717 ,657.676182164209 , 621.602771760691 ,    3799.43975687524  ,  1680.78011315522  ,    1045.94317071761  ,  1255.34704675729  ,  1275.65959541662  
 500 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.38234704638723  ,1.48709146249011  ,1.01431072328364  ,1.23803261441175  ,1.17431721297131  ,  884.625879862806 , 609.018084285231 ,  950.267832945236 , 950.142982350044 , 902.370220416622 ,1.08042962809963  ,1.13693707820765  ,0.850655835967756 ,0.951430245727303 ,0.915358483893193 ,   1.78742650266452 , 1.90436651934611 , 1.2111908657629  , 1.54598145486904 , 1.47410812699468 , 640.391958737416 , 494.598388764226 , 699.927026724885 ,685.780883980116 , 668.988178159403 ,    1442.22812103709  ,   833.997259975309 ,    1428.4080583647   ,  1690.51757485882  ,  1492.26484954856  
 500 ,0.215 ,0.825 ,377.709824077126 ,1000 ,1.27478067977586  ,1.2788808372054   ,0.881609495922845 ,1.12104933633361  ,1.36717423834189  , 1325.38695872368  , 894.206485421447 , 1122.88599873054  , 868.542725660928 , 768.514443367807 ,0.97463648762234  ,1.00503364965538  ,0.714729003550572 ,0.912334484721776 ,1.15108949348749  ,   1.63832372140007 , 1.60409228556521 , 1.12644351020136 , 1.3317089277494  , 1.65658646344416 , 885.209742187392 , 654.949679684503 , 759.021074104821 ,663.096736554295 , 604.004394343294 ,    2733.21081348149  ,  1393.27366747501  ,    1901.21745954692  ,  1275.67045353396  ,  1051.25341717094  
