"n","p","q","tau","B","shape.1","shape.2","shape.3","shape.4","shape.5","scale.1","scale.2","scale.3","scale.4","scale.5","shape.mle.1","shape.mle.2","shape.mle.3","shape.mle.4","shape.mle.5","scale.mle.1","scale.mle.2","scale.mle.3","scale.mle.4","scale.mle.5","shape.lower.1","shape.lower.2","shape.lower.3","shape.lower.4","shape.lower.5","shape.upper.1","shape.upper.2","shape.upper.3","shape.upper.4","shape.upper.5","scale.lower.1","scale.lower.2","scale.lower.3","scale.lower.4","scale.lower.5","scale.upper.1","scale.upper.2","scale.upper.3","scale.upper.4","scale.upper.5","convergence","loglik"
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.36836670993213,1.16463782274059,1.06939365218439,1.13570981517051,1.21963764504354,773.168659905815,892.314311333308,957.736993295748,915.943668638488,1064.99289121409,1.12541407231381,1.00073447556761,0.936108041740252,0.942732594791211,0.967249516540889,1.60863312619199,1.37712774847486,1.21759053721159,1.374612795043,1.56710805328793,642.598428410094,711.449537855974,772.864063510553,713.386397977553,777.669049415872,1043.63435323761,1222.82361657772,1291.56468318396,1278.32189218269,1750.15342029759,0,-6227.17260199232
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,0.995111872579587,1.11524943579028,1.22756917073305,1.50242686583119,1.3093673741742,1675.80842822688,847.579973823193,700.743624460849,691.464773777591,763.994757481909,0.815273944852313,0.963367822432135,1.06390331555503,1.29105353505926,1.14155692069247,1.2221377206592,1.2804682238836,1.37779764013911,1.73887290967955,1.50881009501204,1132.64498214926,692.15819260977,593.640547615548,594.501422902219,639.170005737704,2985.6119109048,1150.40689653673,868.191229614676,867.798464183055,978.110049401682,0,-6274.32901549429
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.36524381589407,1.34551616729317,1.12013095706736,1.06054780202255,1.11290291314062,772.860626837502,763.643690908308,801.969818207661,1177.68270912448,1051.1406117363,1.11745161955328,1.13921397997661,0.944540735186758,0.869721879901113,0.934180202723422,1.72616443216472,1.57254009139422,1.2952826747108,1.27144497581395,1.30568059662857,621.922351086842,635.524684972995,653.659926451929,868.783404018441,821.611882442919,1039.70632852262,993.535317959248,1069.92775662136,1874.91759206071,1555.09830853691,0,-6253.71611986395
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.3512493137143,1.08284202298894,1.0775943515506,1.16220310730994,1.1800952426723,965.787100802113,926.56169838486,780.508423503023,945.557248593159,899.24316437665,1.07613549993148,0.915027575854171,0.928642902672925,1.00243727519328,1.01042755611523,1.73631922283782,1.2607673850729,1.22904590297025,1.38189084965056,1.38273209753882,718.664204949415,720.836205585481,655.83002837994,742.766756109709,720.266850379979,1464.80312228844,1346.2071638789,1046.06693090327,1289.68687547302,1230.09327003151,0,-6222.62855171482
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.40578471977497,1.28310834346468,1.19461881490769,1.04043610821981,1.31869677592215,846.070180353063,735.688915989476,1004.46562274408,943.286988293465,892.205346544914,1.18780762060268,1.12143484816896,1.00642750642304,0.914329686855899,1.11397942653897,1.70595177151475,1.4493798716538,1.43788726409253,1.19331243852861,1.54008341840175,684.152253047451,623.142506845844,761.297506991544,770.813934172263,722.131613489891,1144.57442467753,941.879105085837,1405.41920821773,1229.08140838025,1184.17022981443,0,-6179.54076209992
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.18991247758898,1.18713533702236,1.08564794361201,1.15814324866748,1.26373723630657,1131.19920788761,881.745908370642,870.161146521259,931.869054579094,754.818493099086,0.975644020214553,0.975166887569629,0.937851634661202,0.935844531357456,1.08847298612247,1.50686217763125,1.44936553733644,1.29498782350399,1.41838407398054,1.48451800775157,820.830965591606,688.754578767859,682.297454652544,732.356732933691,622.996465785149,1810.21698768729,1250.92361966399,1162.54085370253,1334.34206455188,962.39206494285,0,-6295.37315446456
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.30211823187851,1.04159036675812,1.1608175520541,1.22370507994254,1.1290583115294,1052.49870825294,1123.86312338799,765.132295866142,802.536688737341,1027.17886945436,1.10998095159025,0.880044140829583,1.02202301051302,1.04937512195479,0.992345923675938,1.52798316175631,1.24429778053621,1.30859645368051,1.44093869816938,1.34654136203087,813.358926016307,853.407206714418,642.499542138029,644.646039418908,798.080340826029,1538.74943590072,1606.92546039166,948.401241908062,1019.40881762274,1391.34163299584,0,-6165.45110330067
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.60099947394952,1.08565858452432,1.07594706771974,1.16204578118907,1.50149540259236,720.825822355622,928.89053248784,979.012746120391,899.862314317624,725.3123061247,1.29235526958963,0.865325606636315,0.83061398317884,1.01059521330638,1.29102361355936,2.0348198169466,1.28105406904505,1.32835213126006,1.34839947531494,1.78321197181349,595.74475863791,728.932596509136,751.728575722341,724.765614284335,604.111032163657,972.453843597268,1414.6029366958,1677.02817987211,1212.18172715709,918.942592592387,0,-6279.99200628367
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.32236363694597,1.24633407487491,1.11668785123283,1.24800400778598,1.11427778089771,867.9386842486,849.644288720472,949.713208754046,855.512309447762,1110.07664541841,1.14641466400354,0.993325230541592,0.918429954417791,1.07868751561505,0.944910001380309,1.54020692705707,1.52835227675083,1.36570974405627,1.42301540170593,1.30926605590045,710.515878945611,677.974236590415,742.044923933835,727.44801671856,855.075282788617,1143.77394046418,1214.99769472209,1431.41174565206,1153.17852776907,1614.93873536687,0,-6149.52089251197
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.37410097965025,1.22728764770718,1.07822881499092,1.30556816321509,1.26024202883065,963.405840228783,869.697988429746,823.438557333201,855.978949167128,755.922147182284,1.14802207608273,1.02016947394358,0.930787607869492,1.12038150809295,1.09676702895865,1.68101954029986,1.51757090767224,1.25720670711654,1.55205802246537,1.44949071025423,746.591988638001,672.72538635921,660.392845547668,693.87452139717,625.216728401307,1414.99844248555,1199.62104940509,1106.35835973619,1168.85377595379,981.772564002147,0,-6290.69034822757
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.10768170131762,1.19513161135813,1.05506969320213,1.10520524251151,1.30975517806118,1113.57640430506,862.685649479746,891.486500683913,1036.58084299039,907.470969189106,0.940531204650899,1.03388782736624,0.945465653371229,0.904249018879713,1.12409272522987,1.31058249507365,1.40143440554482,1.19464673785689,1.31742435606026,1.56435114227101,855.253351401889,692.10228371575,727.222963429152,795.181385073022,731.069762132515,1559.4516670021,1138.4142240556,1131.7246612908,1632.44869917097,1227.42447599037,0,-6185.65632505329
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.30712797213287,1.10872834463208,1.163080228536,1.06564414168941,1.30731584826053,1103.07331386199,866.973894572125,838.083555233307,987.661457981818,776.267070164284,1.03103929749187,0.982405412160149,0.995230512829329,0.926691224885801,1.13775789993928,1.64448697953632,1.26983876091245,1.37445698032557,1.22754716209835,1.54291392327246,816.459811434409,712.505631337046,683.872767820045,779.498162745502,639.856397952899,1775.85056809116,1147.08811513796,1163.97473928128,1304.98966537834,975.101970327767,0,-6210.3904522311
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.50302023007792,1.28214075749333,1.0957491415624,1.08468235418965,1.06595220349452,882.898268833302,747.471138874153,786.977113698797,1205.43317447629,1032.63223603964,1.20068956832516,1.11625953056548,0.952937273021426,0.866643972493353,0.930862313972833,1.87610932944017,1.49024406336512,1.28479904803417,1.33052200226253,1.23483419148617,696.967012863498,634.407843324346,641.337208859424,867.60957915287,801.320053506346,1259.56917065987,955.841052905613,1008.48308932753,1993.30093291027,1425.79035721873,0,-6206.40365776513
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.19688887216126,1.12047664720847,1.05143183236291,1.19372623631495,1.24244858987296,1078.11639528436,821.198976569344,921.16632339123,1037.89594310083,943.277609898585,1.03365250904811,0.975133853596771,0.916575645110766,1.0121128932606,1.04886114212924,1.41944123012564,1.3081021106383,1.19997413266928,1.43935591060553,1.52818611836299,833.76267510787,672.402502399429,748.229843310825,793.603745298291,733.100376848731,1525.59557809429,1060.54389630295,1236.50905694241,1465.18569125062,1275.25301395826,0,-6162.66180191671
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.49521607890867,1.09439839529371,1.25671534319257,1.36794756927728,1.19806997720303,895.632526440715,911.249190053902,810.222754264505,825.958802150198,884.285735007169,1.28174674323048,0.945298117822156,1.1004532447298,1.15654942723032,1.02100811929809,1.75472748854956,1.2487767896715,1.43487423407928,1.61699027411794,1.38199272393661,739.390840405014,736.087163753566,672.677455887307,682.811545744319,723.570052630751,1204.76780922852,1255.88222788714,1030.71910363819,1104.66285529967,1180.01765357764,0,-6168.10345939125
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.39505811122767,1.13812891593096,1.15281987486533,1.31008142303455,1.1667433227289,858.64100139672,1030.8426523486,790.095862491148,789.203389636516,854.684850133195,1.11408726837678,0.956624894792903,0.998316733213829,1.09265274078147,0.972534012661542,1.70195655139685,1.33995606522178,1.35882600268149,1.53646162506612,1.40038311319061,679.873867808868,797.737408179588,643.407204287847,656.183911222971,679.419231594199,1243.0077467839,1536.09656977182,1024.94079871458,1067.39668185674,1147.26573029649,0,-6282.60548688019
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.15073307623663,1.12677285583787,1.10627092781217,1.25766942076689,1.16424716600481,1074.02528290826,1012.63589399308,687.252675088789,792.013550718959,1044.92683399063,0.984768810928779,0.941046265767762,0.983964335899754,1.08307536697791,0.968954142682321,1.4285825154194,1.35869470180442,1.25118455182594,1.45895690355888,1.3875874593721,808.690284765191,762.125394971618,578.898595508533,647.028801044868,814.356637488787,1544.10969130777,1502.18827175023,839.970944049117,1034.09261358753,1585.14542825452,0,-6245.44243241126
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.21288964950186,1.218787037564,1.08082279310043,1.20038655145028,1.17048948950462,954.690917908831,868.462058697982,965.877588930822,992.643730844666,955.700017535294,1.03701865774287,1.00920238916645,0.932523340504806,0.989351989308821,0.992533054368514,1.45202089434684,1.43489117751848,1.27427271551139,1.39248859800676,1.3804015712022,765.843727252863,690.666063465727,754.329336621577,807.619142299208,758.136258846608,1280.21609041135,1176.80627170619,1311.26876073872,1423.02874509164,1376.04845999936,0,-6179.28739049565
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.34402760015333,1.08181644827356,1.21538007371049,1.18893755024168,1.13011196238629,980.39230643484,1109.56603347746,727.886820261791,959.380417895558,1032.85928836733,1.13526394902062,0.93067716069432,1.07629745530652,1.03773073723046,0.937409005533091,1.61755081003769,1.2725224053074,1.40779359641155,1.39672312915826,1.3422313387376,769.14040395574,861.703398809203,616.22312890061,757.715838450904,803.704744068682,1298.96126054438,1543.65627287315,892.910778751406,1314.56133022339,1524.4788425623,0,-6166.71727524743
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.23049706816382,1.05326051118669,1.1463583692803,1.06596503118251,1.16515638909981,1111.78744394285,1084.38074623769,876.545965987084,1189.00285582165,946.307823910944,1.01647182362324,0.912970927239981,0.991318811500226,0.917896026626451,1.00680842356505,1.52620925424242,1.22655877592863,1.32555067094118,1.22017534676543,1.36422282018953,833.492115936401,839.590312592497,707.61514549093,918.963480646619,749.806982259233,1686.98896509654,1528.83501443908,1142.86113174676,1743.51528646895,1275.12315152436,0,-6064.52090122057
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.40724476621017,1.36630114731864,1.11685609942656,1.07589925134384,1.15443997861652,815.611007482467,818.92827324676,881.512863977542,1144.74920438887,897.403022475172,1.20454819957585,1.16284369092693,0.945267614770164,0.914323464374579,1.00494113056053,1.63264859296515,1.60197847904148,1.31677331624595,1.28253342122153,1.33778137170829,683.63969916521,670.98185018265,703.485796878071,868.599509115068,714.82951806919,1088.33929708561,1049.87518909382,1213.23014678542,1722.10565998393,1196.60345622925,0,-6198.22755062279
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.32165729632195,1.33352886069398,1.02842593453175,1.26468964916412,1.26955223706023,939.375170189465,682.776148779777,961.702033758997,826.635746057713,900.291277219564,1.08729404793064,1.18540140395987,0.887500121827102,1.09469286781065,1.07970244788925,1.64523779939825,1.52852241330248,1.18649143217494,1.45623817552942,1.51475482370054,703.309675520133,583.742866336153,748.341253099517,683.114453251521,714.024949937773,1342.03084486129,840.24921851407,1300.9002552902,1080.05803685321,1274.01815331668,0,-6297.5027236941
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.37161185579399,1.04586938043672,1.22248211409474,1.15633483995374,1.34948723639541,875.632706598893,1113.62087123698,731.229322423862,884.295578220131,862.046132975361,1.17666627024897,0.895229850674865,1.07930220810104,1.00240280777203,1.09671450112095,1.59390083763593,1.2141400704635,1.4077877720683,1.33586321599255,1.62691486674073,710.875079311203,843.277104629718,616.64881683142,714.902235664226,685.880735549474,1138.66206591157,1594.52236418938,920.321080302971,1181.94505721779,1223.44033949091,0,-6215.27305163376
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.29042245896097,1.23027665177375,1.10625985233242,1.07165141430396,1.22868346707129,923.322248709244,843.970251945005,856.08536471185,1112.81878360955,812.286992559418,1.07755950927042,1.07158718999519,0.954266963603655,0.903670753802493,1.05837932149612,1.58780818709395,1.44617329009777,1.2773026466165,1.26096990781544,1.4581664972713,709.94632035882,674.542150861629,710.963633044005,856.279212909077,663.636356329622,1282.76271405072,1076.39872105995,1165.39550684645,1634.50835269102,1058.34061728171,0,-6234.39767359982
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.56220656832385,1.24137740315302,1.15925094131589,1.07420598814591,1.27975634268277,769.319889427833,812.704605210774,801.312767954542,973.514183539187,888.868544407901,1.24779457363888,1.02548914640916,0.985135347456421,0.897488214157801,1.05289914833132,2.01737331422147,1.52421299300888,1.36545258030591,1.27139371836222,1.57938196023049,609.26170467613,645.900101644515,655.352099838714,768.953437709753,696.364185411223,1051.23818947927,1130.31878322298,1054.11165537576,1363.80893103179,1288.12198758853,0,-6343.47926058913
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.30966485341028,1.16433451023119,1.24493591428335,1.17892389138073,1.17932284272451,896.439483760226,852.598349164172,688.802040185989,924.723691401022,988.345064927539,1.1196440633118,1.00300246186495,1.09110746675677,1.0137478264445,1.01598175820726,1.57396367204594,1.37653608867523,1.43064769943144,1.34791732751704,1.38597440651675,710.326595006946,685.173383276762,589.299844882357,737.873953252771,768.423560727862,1205.27952273769,1148.44389564769,854.475179462176,1300.49958261034,1339.05607497495,0,-6271.22139145987
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.20370351136126,1.03693686545076,1.15581370141144,1.09507435474334,1.12308936993957,1055.49132922233,937.666688908803,812.614985115526,1177.9629989281,1009.62902614058,1.02605329522,0.885152730057178,0.956781849293312,0.912898655664914,0.953753885463513,1.44291584358248,1.20969995092528,1.37859793426675,1.35692846353391,1.28273544885207,795.079204099893,749.168769037967,665.993651256669,852.899696557133,814.920150910747,1492.23520679851,1324.80322185386,1158.69643454017,1795.46288799768,1428.61677821697,0,-6134.43203019073
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.24970890678236,1.12959997479597,1.19533302595149,1.05649810474347,1.22085899432894,949.895581457495,1104.36663092602,718.626651820921,1084.16317656112,823.590006071323,1.05871799617328,0.959280163688588,1.05971641618296,0.884971254333517,1.06463586070469,1.48600951900466,1.31786095067012,1.37615570149296,1.30388856041851,1.40207833684126,735.681600536832,864.300321164962,600.141266191839,805.915455364588,671.48534283202,1318.06071711498,1539.36698450351,883.708302846153,1633.31040223294,1069.82166687139,0,-6181.69593480204
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.35467358128411,1.17129825336333,1.09143272444184,1.38094125900014,1.2262660380532,998.590653373649,750.086887581301,846.508604970645,791.657783316685,918.486897018396,1.0979098512398,1.01294686291614,0.952077390988139,1.14236668970382,1.0272318814924,1.61304011313674,1.37895756758688,1.28251074948606,1.66026527764371,1.45850816210124,776.495052923553,614.762436157205,677.003754563893,635.673586555685,710.832046514682,1513.60541780116,961.153439798171,1088.84216201368,1054.71260699596,1298.13169674297,0,-6255.37757916707
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.37524581445481,1.28244204183614,1.08399389071724,1.18632458244614,1.09300278952642,1014.91804598002,769.849711924475,988.621088050367,1007.3812620249,964.262523275818,1.15415076774417,1.10034140634684,0.956003874148768,1.01715853696042,0.922739263846195,1.71586866083096,1.52081728742013,1.23996249814302,1.39719922990504,1.29377029561746,777.399661030706,635.133736966086,790.35107207075,800.917437439671,762.838846958625,1379.21585227857,972.663346623329,1337.71653592087,1365.66185408195,1358.64368125582,0,-6151.54255630881
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.16647975364617,1.1429855634532,1.22291586782173,1.21136547652219,1.13938359788038,1092.22793618125,902.304814789341,826.933700823908,892.842639641852,987.58943955683,0.980367822896503,0.979099064616505,1.06328973410882,1.04621421170064,0.984711924595578,1.36238934822423,1.36248744425287,1.46028079856623,1.41258557990412,1.34380493030272,847.657014600579,713.865029642346,676.617657470757,729.245962428216,776.352494823884,1567.06653451941,1213.39457229308,1068.63221312675,1161.32881678681,1360.10417516241,0,-6169.2654520399
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.06965776446082,1.22034877912474,1.25820997023296,1.2274535763286,1.09148749227296,1346.80616549116,889.63498500884,777.215795733995,818.900706566039,987.555942463654,0.894829080202216,1.01532595625825,1.04018241527055,1.05424208839098,0.878150379799577,1.31030694005336,1.47970377045999,1.50581232740924,1.44000071774882,1.34836418762647,963.992305398825,706.869925642933,625.434283777508,665.506060629731,758.313695666905,2140.11773283584,1256.22199305434,1011.13456742836,1085.95997060582,1516.11696194401,0,-6205.44818476562
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.26780019327366,1.20611649590141,1.12078745595368,1.33349213900802,1.19117074399252,880.586489964319,870.958303695736,795.624878841733,834.528109365816,871.715942623524,1.04176415742717,1.01299079014194,0.963584881846201,1.09536579889278,0.977135315109386,1.51198718789944,1.44080204443498,1.32305135538012,1.6141512739357,1.43435974573689,707.912460975046,692.009286936177,643.455430859968,674.73038383879,680.62762627506,1279.06820708224,1225.08972527126,1065.28143740392,1162.99814667667,1248.51731922328,0,-6347.56135673927
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.21488374643359,1.10532788536784,1.20254726824583,1.25413685836024,1.25227988494982,987.383526504238,886.771219377992,723.577264160979,880.393672385121,898.654500742458,0.983823348489953,0.981351206676247,1.056548456612,1.08143896076357,1.08008132889683,1.47787608755308,1.26697580790898,1.38915281087779,1.47448128508912,1.48517348339759,744.454848658893,709.787759136477,615.681931322009,700.271152000396,710.220391353536,1485.28881604173,1132.38786179289,937.586697897271,1188.91986817124,1201.97148622497,0,-6297.34206824406
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.40549383057432,1.22567765636249,1.05162022791493,1.10483742671611,1.21687385696822,870.280055370117,783.855788527293,1005.10505479794,1072.12721311741,936.712787860953,1.09689203996878,1.05733262068985,0.871076858560651,0.920306098120775,1.01788753248422,1.84078750732511,1.45577584604421,1.26951669465841,1.35572646727667,1.47108250627858,650.618026631178,636.488476325715,776.838353393821,804.985165410204,732.6443174968,1307.05099720068,1001.85356571604,1466.60289875062,1623.81573248759,1320.17384190214,0,-6212.26997997587
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.24986677190585,1.12739317908179,1.07126167318357,1.24341998311913,1.20261152856863,1092.26646891977,959.529382677094,869.3187509958,940.775531877248,916.067487549342,1.02579921962475,0.99516842877812,0.939827239739424,0.99240524390003,0.971385078058604,1.56729570819252,1.30815600005413,1.24949119223779,1.50627407734832,1.47476269025719,815.254507031044,765.528121449122,701.054697006227,735.741581891512,712.262055481127,1680.72501601384,1319.47291080767,1166.99826945658,1345.512685452,1342.74722949763,0,-6174.88925983621
1000,0.215,0.825,377.709824077126,1000,1.2576,1.1635,1.1308,1.1802,1.2034,994.3661,908.9458,840.1141,940.1342,923.1631,1.19089761707246,1.14904151461103,1.01417590633153,1.11298113520602,1.35737502622722,1111.88428585433,1169.22510313142,962.128745877234,958.835204564145,822.994961783264,1.00647154516777,0.958217556276351,0.882109298342322,0.95722454692413,1.14796559248561,1.42401314842481,1.40789172388776,1.16697124177133,1.30165394165773,1.6082172340691,864.520107523682,855.072303986428,764.350969893942,754.482866884273,663.120082610755,1605.64504497601,1788.41224262657,1309.35266170161,1302.4243949696,1070.43701720118,0,-6084.37260676636
