"n","p","q","tau","B","shapes.1","shapes.2","shapes.3","shapes.4","shapes.5","scales.1","scales.2","scales.3","scales.4","scales.5","shapes.lower.perc.1","shapes.lower.perc.2","shapes.lower.perc.3","shapes.lower.perc.4","shapes.lower.perc.5","shapes.upper.perc.1","shapes.upper.perc.2","shapes.upper.perc.3","shapes.upper.perc.4","shapes.upper.perc.5","scales.lower.perc.1","scales.lower.perc.2","scales.lower.perc.3","scales.lower.perc.4","scales.lower.perc.5","scales.upper.perc.1","scales.upper.perc.2","scales.upper.perc.3","scales.upper.perc.4","scales.upper.perc.5","logliks"
100,0.215,0.825,377.709824077126,500,1.24656599066717,1.0691566557798,1.06213280103957,1.66395060677561,1.27554171483631,688.795137424701,1669.0006857479,710.949740258094,788.537139294619,745.782460901248,0.910380322276018,0.734354227525179,0.818563713077673,1.00392233140446,0.946646869931402,2.16502811611925,1.68736339914017,1.44572153512343,5.81284392292494,1.76033418427016,446.543603669497,744.934054951388,447.23560123029,453.422547144283,478.125913094771,1654.6464139381,8236.41069038301,1593.19871572082,2951.72972829874,1756.24750766535,-620.395722858018
100,0.215,0.825,377.709824077126,500,2.58400474770978,1.01266774852649,1.01623875154922,1.02248637138165,1.61003034849299,548.774729116377,887.765629462744,562.326732479928,2336.48151669487,490.478707873984,1.09052836259856,0.744257726006516,0.804731203830872,0.532876831921354,1.28856366627851,6.19955021655398,2.80424685436798,1.30160750338109,7.71689286809919,2.15989494759548,414.150626782392,455.545396913881,372.337455939863,410.530564462571,368.204252940381,1574.17209888583,2256.17538865455,1017.39682641275,115470.197319878,743.540989293593,-646.053801232634
100,0.215,0.825,377.709824077126,500,1.20528265305044,1.17848681911386,1.58569447331812,1.37077606371529,1.14433323866397,910.980501399062,858.971979513569,555.960421764229,657.881480716367,855.530126609986,0.834191865786695,0.776835161411096,1.05414225146686,1.00935089420784,0.815397573388608,2.63936540181643,2.01278644388041,4.14080867939772,2.000261885891,1.60886917674732,504.980638604146,492.60943354457,393.052275423997,415.210193121651,489.380848516437,3611.98185217046,3402.60947625469,1088.31601199253,1474.32953975661,2432.78756777092,-638.912946021498
100,0.215,0.825,377.709824077126,500,1.27245011688739,1.22979158857388,1.65405619533982,1.22218738349167,0.916798272546447,972.008033654924,1231.9307461318,484.350039371063,758.606602551587,2153.13259714287,0.798914979062547,0.661305868489421,1.13180122454499,0.79698092392671,0.519966831864743,3.5643700485316,5.20271421144663,2.88479391991521,2.1510127276603,2.4683009733986,495.443197620311,485.774971426479,372.739652893803,439.811011946383,648.206505966388,4211.41254748585,7192.22244118935,807.351893037453,2056.74130629854,49806.0916384177,-625.324456823148
100,0.215,0.825,377.709824077126,500,1.61334313121362,1.28738447875605,0.905380725124952,1.19308973049733,1.11247899133712,742.732908643787,1008.86503038843,994.968955819507,639.336584988575,968.186506261915,1.1445540022504,0.501013143192989,0.689368993214924,0.824593091844063,0.729577584509459,6.71658067863177,3.95308185768824,1.28258583459508,2.21505350367883,2.32988623791717,438.641566612381,476.228202404795,529.5267501726,426.339739541098,493.406989726197,2916.59184990156,72608.013484131,2757.8104587627,1311.25068563351,3417.67022213507,-623.920121901333
100,0.215,0.825,377.709824077126,500,1.65212240355753,0.995555505723691,0.99600753516183,0.803573245367305,2.02754633220927,669.020198918418,889.518025139339,952.695635079707,1881.15777793169,761.136004635953,0.940217072378204,0.720115430347885,0.706303826628395,0.50325000196814,0.830887303003397,2.88040698079331,1.43404794532348,1.94658814375779,1.92304592518808,14.8187091241726,458.287352828773,533.174243719535,489.046455083162,671.23230060693,432.559605446564,1962.53097618294,2294.62647392823,2536.66849903464,17587.1183085781,3945.55284643197,-617.730167109262
100,0.215,0.825,377.709824077126,500,0.951672984649974,0.927483025685227,1.0741359799217,1.71499215086589,0.983545272865762,1625.68870451346,2644.47545155977,596.991838994091,518.068356184178,1714.63252840467,0.706707366066065,0.713631144522649,0.788361137095752,1.17537989741062,0.586205188458068,2.51475712021165,3.84846048460218,1.89135340834522,2.4598194557132,3.70809170571719,695.777727759405,848.834777156406,381.718412791201,380.970433449428,596.068086807551,8205.89163158591,18952.4232269818,1323.75147373968,947.322808757851,20970.9125710874,-606.956344060721
100,0.215,0.825,377.709824077126,500,1.85931918985717,0.897031206236732,0.882872722007184,1.16666525340117,0.870692777147599,594.584496885731,2107.71196675977,1298.53066372303,741.303809620745,1698.32745370787,1.16732051679059,0.49609416108512,0.67831539796652,0.835627118656089,0.661316725273136,4.15281336960007,9.28370077355151,1.410700503085,1.95956400744843,1.29467637726068,431.492878890943,436.747907863241,617.928639332514,469.003608123664,774.689434751541,1033.31675199698,32722.8732994249,4035.19245542079,1860.77080201226,8056.21706799456,-615.377750757761
100,0.215,0.825,377.709824077126,500,1.22363152385448,1.13158480465729,1.05820365205854,1.05071769394545,2.59657912444254,997.703231694228,816.731341131089,893.608845136206,920.721317191561,560.939060066461,0.954556767747792,0.757076729083703,0.73810186118225,0.689856412754829,1.52620141421311,1.64709821636336,2.42472150329879,2.10505525167032,1.75784410461602,6.53841195487637,586.343232486587,464.982036666151,476.82318702305,514.266149341702,417.121660654916,2276.6253715406,2235.10634053052,2426.64265239818,3334.71979313681,1262.46483951616,-628.404619990748
100,0.215,0.825,377.709824077126,500,1.6040954222337,1.27108099268885,0.873371694311051,0.916499367894777,2.60485717067542,664.384652005815,1060.99319150339,3299.0848748252,920.344705708255,692.805431577806,1.04602893702747,0.671615848567916,0.524123063720775,0.720190073822278,1.14356300263393,3.26488618286625,4.53693389187714,8.6294427272233,1.18905246017247,7.06498143681284,461.949097311646,493.462761069117,437.861703783045,513.892576285622,465.249990211738,1494.18295506748,5887.45359916662,53739.8604568184,2555.3972272618,3522.03551078858,-582.427372660403
200,0.215,0.825,377.709824077126,500,1.06584970620524,1.07795931017631,1.22278013112496,1.51591050804634,0.971978774429082,1476.41947588446,932.524819542589,797.71794204803,616.422274499822,1704.12045788841,0.760719809977527,0.82987942326253,0.87103899260086,1.25015326420236,0.659877097378939,1.98696705944968,1.48482865018388,1.78006460742265,1.87682710931883,1.52562161591433,727.768970608584,600.472521144305,537.573206698513,476.409065284337,813.462819936055,4086.65426279034,1754.08141280752,1646.59940809044,862.38407515657,7808.89186906808,-1240.99683808438
200,0.215,0.825,377.709824077126,500,1.20552427152071,0.954960115956952,1.5192360417468,1.50016904787051,1.09537863515785,1138.3940501216,1199.08864733115,502.858739297685,1004.45280026903,1550.6126501493,0.878740721275403,0.691620607813969,1.19818003674331,1.00663244431498,0.742201054247977,1.70883284824981,1.55214026849369,1.94441643422776,2.59300200643819,1.82393899451695,706.570914899521,641.934710187426,412.56067702065,593.075503640395,740.834317222028,2718.69210658881,2965.46674091697,657.740110509814,2767.67666831548,5346.93260940762,-1232.81627617063
200,0.215,0.825,377.709824077126,500,0.920699756550444,1.1194207438541,1.08198357456559,1.01996366559159,1.40331149740801,2423.58818897008,1103.95118392794,608.350863092017,840.296797407512,686.686528568572,0.695698829756084,0.75655668199234,0.844632453369085,0.761302755805638,0.920424955033119,1.26758186904532,1.93345296335222,1.43826493332647,1.51511423765259,2.02384833710683,1034.23969076388,606.116181428756,435.47557133848,515.744681700268,479.28473056952,11509.8089129612,2958.84915347131,962.374379745783,1719.71620549314,1407.11601910538,-1262.5087428979
200,0.215,0.825,377.709824077126,500,2.16117916181908,1.23520472899684,1.0277636953064,1.11028075531036,1.05959832350698,618.055315619076,955.968112448868,1116.63699542311,1166.45672813432,1416.66525549195,1.44923511819376,0.901350447007953,0.751533271674203,0.824568183950154,0.816644818506904,3.58549541931947,2.02957347724797,1.50749116625615,1.70105481496636,1.59329078791568,477.634318384819,594.6911638471,660.658659339258,683.57736399673,800.949244404645,972.896308397399,2167.58232874438,2695.40575413696,2635.44646848657,4030.67247893746,-1197.23231657941
200,0.215,0.825,377.709824077126,500,1.36759931103575,1.73742672626545,1.01923432775298,1.26717745438079,1.57454321270461,1156.88307816363,629.796304961497,827.989491793009,702.922466446238,1165.74195278599,0.818504203789458,1.21688392643063,0.769699413127811,1.01378001174437,1.07580817971944,2.59574175572019,2.58735186581458,1.4460650072228,1.60196957106829,3.3090038649557,637.33288553523,475.090338288902,531.135389565261,509.2746949941,655.879209110242,4982.72974876055,1083.0492796691,1642.62031106832,1060.28579229322,4858.12517599433,-1207.43031406363
200,0.215,0.825,377.709824077126,500,1.06514350457692,1.34321660117674,0.806979072324254,2.01944933545461,1.48170672001045,1546.10196280476,652.946588957589,1812.93737183314,531.313323100025,596.774902751011,0.784973180728218,0.978485738981454,0.617954455446385,1.54532904374026,1.10696063835965,1.57154462836629,2.10019531140103,1.07609220951185,2.96844662762559,2.01179266364832,823.788740859835,452.872581275422,877.251349830865,433.92282353261,462.654638317652,4707.24375042467,1116.4962553697,5419.08984005532,698.516756173241,1009.3079052849,-1269.01376739756
200,0.215,0.825,377.709824077126,500,1.4498485897459,1.11757560648525,1.08565575082158,0.965840256318002,1.01910587035254,1119.8630762891,796.14939844563,1155.9855946646,1114.22697262684,1369.85132726592,0.76029830616824,0.852693171264882,0.849042698957427,0.757584784807773,0.671207203462675,3.8681721544369,1.65198159722036,1.53910313216155,1.4261666035622,1.70739468287915,558.238624504774,538.452875677471,676.284333498976,671.935041893795,689.26037972065,5823.66506768995,1289.53585939737,2722.07733578769,2676.31440460417,5372.89482331596,-1188.47994196087
200,0.215,0.825,377.709824077126,500,1.03299239711151,1.68732259567006,1.36104960559081,1.61295704601284,0.868116944377185,964.547044473773,873.655262448139,751.731315824761,777.334239491545,1531.39006520487,0.673984650954857,0.865340811358632,0.982507470710228,0.921307962338652,0.627865866681864,1.56069020689011,3.18814250680377,2.02475374833394,3.12415941641131,1.42321161003844,601.26597886701,551.70507854088,515.479516463461,497.23828434775,725.949988777255,2935.13999058507,3571.2612699061,1411.92924840454,2308.85725547734,4949.12633769768,-1212.6317150966
200,0.215,0.825,377.709824077126,500,0.840689057369098,1.06193524164821,1.02137621274006,1.3000079715555,1.34533723080253,5610.41602466509,1267.63366122491,843.720057357901,956.621061367121,800.805515954271,0.41155048935568,0.75297730928574,0.79157066530208,0.968527337263962,0.953986659558196,5.77252247906999,1.63953504653899,1.37039129107407,1.94552310400275,2.14937468439217,523.529958991805,709.47256466009,563.97706411109,630.286445878567,550.683123700635,1252158.36266193,3068.84714087027,1526.76031920495,2051.53146492714,1418.35661223173,-1189.08822712251
200,0.215,0.825,377.709824077126,500,1.19710917525475,1.22808467957413,1.49697270939782,1.16782079277464,0.919343139070555,1271.55622804548,956.511399574506,521.090839335852,962.031979014496,1224.07359481223,0.804949105375996,0.891335341147831,1.09197858894658,0.887821032647051,0.660243568017858,2.14765273941459,1.90813252222422,2.08212986612005,1.648314500913,1.45688683928139,657.273089819685,589.005180108423,412.893970536734,594.339338584603,669.636993354006,4024.57252199118,1962.92392225332,757.873598472236,2121.16678428569,3615.48400742766,-1258.57769006619
500,0.215,0.825,377.709824077126,500,1.08720905022219,1.09513909369265,1.21781646582066,0.981122905338292,1.14265583713568,1132.06189414891,909.114501577056,765.902445893865,1453.92537027217,950.842332517544,0.878046915106464,0.922701107490573,1.00739867031473,0.773970105399592,0.919286481856482,1.40830206571652,1.32095303244293,1.5617227102464,1.48308528549068,1.41857031187027,767.672273379442,691.948879649347,602.89976606226,789.760343101679,696.149338363539,1992.28361078473,1347.45006770491,1080.53187691588,2722.2236368783,1477.30485663354,-3058.38489360843
500,0.215,0.825,377.709824077126,500,1.12689642742219,1.01543809612779,1.07351016181636,1.2007090564531,1.38252872304123,1423.67985154829,1093.41835108381,861.940412709195,716.124196376098,781.235366071445,0.84861256129728,0.804351995793244,0.92356196384907,0.987941654425372,1.0655926691517,1.54238750208209,1.31178066306316,1.24422400873006,1.46745647356745,1.80228865017072,899.960663109201,752.01224436917,655.270742221196,566.871650216908,590.442044934195,3330.08469402027,1859.79075127967,1228.14456936282,1018.85260254091,1207.02567115574,-3089.60068229723
500,0.215,0.825,377.709824077126,500,1.06359602998776,0.960291488984037,1.23885121600954,1.18452157797985,1.18980162468674,1347.4703989735,1270.63842510427,622.4838210649,1051.4676298103,862.383135884049,0.866389580928891,0.796090427269678,1.05505339221445,0.9180513203354,0.979553481788969,1.36619277480863,1.18410612756504,1.47685761683578,1.55475766724845,1.46557221112179,879.61642607828,876.49599817988,505.755423005665,747.511452421713,642.994481034314,2495.05669907295,2021.51568760933,809.231499792508,1817.70891404904,1312.81452966009,-3050.15027465078
500,0.215,0.825,377.709824077126,500,1.4204104145024,1.1315204101374,1.08584686949431,1.17819710256353,1.56680543694234,745.102088697515,1083.6868839405,746.115205661441,1030.83824801197,768.994875989689,1.15488609222968,0.901491217648196,0.912920416396639,0.940415757532936,1.30654486415837,1.77157401976121,1.4868311098058,1.31355777911547,1.55524605684321,1.97524312678267,591.243612447803,756.830927246813,589.869268832149,693.619950818157,598.111407070109,1039.32688062604,1884.06788779253,1068.3625660996,1791.98734436517,1087.16362369177,-3128.36755234874
500,0.215,0.825,377.709824077126,500,1.60387955675762,1.20672450179705,1.30483883984298,1.08218740557692,1.09182765350117,632.44311158583,839.4171298045,738.927952853519,1054.53041323031,1201.69646022242,1.26105202067888,0.993618077302589,1.06615189629064,0.842910479721071,0.877998624347839,2.07874205034694,1.49346967660747,1.6479332116139,1.46428671638502,1.42263861588851,507.058765988749,624.762104564756,565.391644785048,685.699817483369,805.479073103607,848.995191194336,1216.91321681287,1046.7265691719,1966.76979758863,2101.98422105747,-3155.4631673534
500,0.215,0.825,377.709824077126,500,1.2958986665702,1.42403727657419,1.14141024705063,0.988806677061256,1.24862028946692,1000.93524659829,595.945383608181,795.422189414801,1459.43053177754,805.854213531238,1.06489182840336,1.22878053369544,0.990990586903909,0.816758565029578,1.07700214531648,1.65419596515281,1.64687267590629,1.32062214189821,1.21086704806961,1.48800639949938,702.6415926761,496.071593818718,620.999872913154,962.768410872985,635.811024379864,1588.78945331933,747.130034016209,1103.53726497679,2593.51397888175,1120.32852570882,-3076.01057113152
500,0.215,0.825,377.709824077126,500,1.32902497147239,1.13959657186225,1.02958075133585,1.37918963141993,1.01964373160708,893.448518190742,744.398409696875,944.610198299623,882.937283146719,1493.02009596349,0.997818190059225,0.959824488468664,0.871014151326222,1.02371302513246,0.829140442146556,1.98309418152315,1.4201776092135,1.23843410353583,1.79215004042396,1.28782661750941,620.058487663754,584.003115971338,697.538853845057,644.629622691041,964.601682648633,1568.85929336944,998.399088211614,1387.56137194605,1406.32881678621,3065.63138995682,-3063.25467313961
500,0.215,0.825,377.709824077126,500,1.10872723041706,1.3247581276828,1.16547313802322,1.09084492030706,1.07346520156253,1239.92141725256,1039.7544537294,797.570270832759,917.799072838332,1085.91528196014,0.844416245234279,1.02989936549552,0.986454738638478,0.881343430911728,0.886282045431751,1.52139544473575,1.72084153359347,1.41379228128979,1.38650737545604,1.36001394190155,791.954517077705,739.439456043144,627.123854808063,682.644067739257,757.485397017858,2326.13883909512,1717.07307543955,1185.48403940541,1379.08180703954,1685.00406814966,-3054.15619220768
500,0.215,0.825,377.709824077126,500,1.16995197806523,1.14107415411745,1.14917606439341,1.22054759184935,1.55388729189832,1323.47596849387,874.756662491582,732.150662593821,832.401371673987,733.859289101977,0.901119230666763,0.974175216064029,0.976642340449611,1.01519769879509,1.18906409859526,1.65301579037642,1.39976180317533,1.37110346034041,1.50037936761077,2.0503564622885,839.596308013035,672.487275254672,575.002520421361,635.299817417865,576.065861921785,2680.0816374463,1169.44599574774,1006.32585463122,1197.94831329758,1108.72003920901,-3150.87382036833
500,0.215,0.825,377.709824077126,500,1.26159513907691,1.47958407986357,1.05069783751899,1.14714891822235,1.34398866552901,868.166386408299,1001.29085328303,776.8943844418,1037.4106117672,787.410430384519,1.00277599631323,1.06321573093505,0.922568311366811,0.931450302856907,1.10733294994046,1.74961136768848,2.10269766455866,1.22336637610755,1.43329102596802,1.72457787853734,631.502555651623,693.383831360017,621.978040745664,736.439362953838,596.011657719729,1340.23924123467,1838.41309680193,1023.74726388895,1678.1828239953,1083.83917881076,-3094.81456134272
100,0.215,0.825,377.709824077126,500,0.892895394726866,1.04121656319588,1.42536415128682,1.11074869013234,1.17152067126888,1787.91038646946,1150.06492649529,743.035253069594,910.471056181879,798.138420353104,0.502055834020869,0.663275032663615,0.774205505939988,0.756009405291724,0.716662273516249,2.48720374574512,1.81109109659421,3.29255573292698,1.9512498331893,1.99203973906792,629.061018605443,569.498786444441,457.531327025493,484.749525331737,489.221043529761,18631.9308245531,5428.79191422127,3306.55312228605,2648.66898479924,2608.34349273875,-611.56134230383
100,0.215,0.825,377.709824077126,500,1.41626811365832,1.22975580284689,0.984604152059514,1.5968421989441,1.28797497327811,1158.92192330333,914.729491425298,887.695897264215,659.811562486103,877.840005590007,1.15441691521106,0.865542994631397,0.734017446887661,1.10413574791013,0.874324364050434,5.93741033229855,1.8736981413502,1.37284772091411,3.01541637236807,2.21827607926154,613.490586195901,545.788841458287,515.078319147306,454.756599585167,508.752218039969,4084.81989848168,2562.18634379518,2487.60660427648,1375.79193276321,2655.79395773569,-603.490563135583
100,0.215,0.825,377.709824077126,500,1.0852064893258,0.823482048696794,1.01600311131688,1.31389998725839,1.06104078727482,1028.92596736767,2197.75124150932,1438.11232610261,979.139453755182,991.472339235574,0.817478347439528,0.598193657443732,0.681375877665389,0.964597157131645,0.780465130004743,1.61674916340233,1.30815902199092,1.53279496040269,2.49661561577345,1.52197629500316,568.616648893032,932.032616595075,649.213884022662,564.457649631303,575.878639754892,2745.13636585234,10758.9331389712,9165.21107827698,2998.76244971033,2880.12600869873,-573.77168811333
100,0.215,0.825,377.709824077126,500,1.00251234612616,0.982931783991295,3.120955797121,1.50718775631276,0.950635464466649,987.034828078904,1049.38406346227,540.598930785953,680.768154107722,1214.53255384833,0.674342573921733,0.654270438497877,1.32415672808251,1.06433908369842,0.651024269831333,1.5414414232092,1.62625548109033,6.63350916728523,2.63028339151493,1.68409031857689,522.435592115044,544.867623871984,425.22469320487,437.437001271068,620.981740665306,2786.89343970347,3585.61885632781,1083.28040057197,1515.43227206241,5912.65559812421,-618.460225219576
100,0.215,0.825,377.709824077126,500,0.836984390855025,1.84673525477506,0.84245056511818,1.20738929256563,1.18735678626841,2163.0549549047,539.323361981573,1224.39197800317,1276.50916469389,879.365943846064,0.499347591823166,1.14197510791401,0.612760982035436,0.712002300988375,0.797553933826496,1.45487231538657,2.84861466437583,1.24144645360267,9.73770480241097,2.23380471890941,842.820248036365,411.930881432451,648.684316363553,431.435036733627,499.788441480663,22653.5270086093,1038.73491666215,4035.61803171974,10593.4947095456,2701.65080741061,-619.198695395465
100,0.215,0.825,377.709824077126,500,2.3678086387712,1.20613124485609,1.61682032518301,1.24834778656541,0.797480792484597,743.760364491069,624.238470392664,526.597672154267,832.890903592299,1711.63951337673,0.904636306211742,0.937596796049009,1.12896112557739,0.737578347271799,0.550440129873094,7.47747801199459,1.62745402794686,2.66270523639665,2.85889114720102,1.21801331387287,459.652561102132,411.580132472502,399.806991171813,454.362274350795,764.832713492852,7075.3653179754,1091.27876225415,896.811538011151,3744.70375642672,10575.2776835967,-643.0320886277
100,0.215,0.825,377.709824077126,500,0.951384547069367,1.03908801752582,1.24807096003753,1.25332504163115,0.968876397235667,2778.29355046404,961.690324578722,1849.85371429928,570.060409935899,1033.26441849025,0.711727501309134,0.879450282734105,0.836915188735625,0.948142066555443,0.599542802651737,4.42084207789329,1.2734372746116,5.61901839979541,1.83080724843306,1.67631382633336,1048.1706251868,577.400297816268,802.283325075171,394.439027319727,529.150506312733,14817.1735227048,2413.77895127373,8042.19313558903,1045.8205220839,5176.35044006862,-587.818151684452
100,0.215,0.825,377.709824077126,500,0.987115933588155,1.597155520279,0.916582491745372,1.48853768301461,1.79031779005317,1597.02055926908,617.940993815403,1512.77808898543,655.075044301665,548.944518263633,0.641938620640552,1.07595944268893,0.552630534504249,1.01206168459109,1.34344417169925,1.56312618332919,2.71209296330764,8.88463420264375,2.08406832003683,2.66949544218882,674.204708274032,425.211806711533,428.460130326665,421.519927593419,403.528681882396,10166.5507601131,1213.17217538,19883.7790769204,1278.68970053152,900.194533854877,-622.39829309778
100,0.215,0.825,377.709824077126,500,1.8144879875196,1.24328604360714,1.26454562367674,0.898035241631349,0.897554031038728,982.384922837208,1140.46373522704,800.518644165182,2393.62866922089,1172.68187480324,0.890603262197439,0.691288164721159,0.874379480506623,0.594999016459789,0.666038703650452,6.43658754495437,3.67763542860812,2.38202238718445,1.64256681255516,1.29277031811574,517.292203969373,556.477004318171,503.585664973438,827.377381350508,633.842969894775,6246.71378538847,9525.23324530507,1868.07424666067,18103.1949736455,3570.30223893636,-573.774041679639
100,0.215,0.825,377.709824077126,500,1.6832494978264,2.12067539144635,0.817975329677976,1.01661920543669,1.10271854569877,937.014258519657,739.909020045411,2364.76019591293,1028.43465287764,877.658227216329,0.960857860108544,1.2455161100926,0.461895754252582,0.709659597518052,0.591058887775755,6.64485483406139,4.4580264934811,1.74642724958863,1.65647387889444,2.35534996256533,507.295068297257,509.283899261573,632.658775297674,573.462762411463,494.629101124214,3658.68206601172,2104.60582456156,49072.5848758189,2999.65558962048,4460.52472467601,-582.693121105016
200,0.215,0.825,377.709824077126,500,1.02173660864537,0.981357123631234,1.1066575259191,1.13071343983776,2.28907172480602,1200.22470908901,888.633394367412,864.686666247913,1576.91898608599,492.353624094926,0.780232435610447,0.766007821737428,0.796041710199475,0.57397928924965,1.08331231064199,1.48943936820508,1.35552567601754,1.79711453149118,2.74965356248353,4.01612045217492,700.825463387865,558.073161933227,530.411082432926,559.338882016253,401.329244148009,2907.21629126195,1710.759841355,1810.33280146226,21617.4651221966,1050.93158804659,-1270.66206377282
200,0.215,0.825,377.709824077126,500,1.081983393161,1.04701878459599,1.14600788519233,1.25794319289481,1.36206444742434,1090.51376052342,781.318276613619,906.653420305792,983.137162736808,999.328758554305,0.866892209507938,0.853466468167911,0.851935080725676,0.933071651996402,1.01158843913448,1.3791310753432,1.33794015443045,1.54673823822347,1.86744130443661,2.14371280802657,691.249155424881,531.064382244967,601.41408835005,617.172003442706,643.325993244472,2322.34437229598,1320.60410653809,1855.01167381615,1967.72970746617,2255.89715165473,-1210.60180567405
